frame,input_left,input_right,input_jump,player_x,player_y,delta_x,run_speed,camera_x,grounded,jump_frame,scene,alive,crash_frame,nearest_hoop,hoop_world_x,hoop_screen_x,hoop_previous_screen_x,hoop_opening_top,hoop_opening_bottom,hoop_cleared,hoop_overlap,rider_source_x,rider_source_y,jump_pending,jump_accumulator,hoop_active,hoop_x_8_8,hoop_animation_state,activation_accumulator,course_index,course_state,scroll_command,scroll_accumulator,collision_result,score,score_event,landing_transition,pending_hoop_score,hoop_score_event,rider_animation_state,rider_hd_frame,rider_anchor_x,rider_anchor_y,rider_animation_position_sample,rider_animation_course_8_8,rider0_status,rider0_y,rider0_x,rider0_code,rider0_attr,rider1_status,rider1_y,rider1_x,rider1_code,rider1_attr,rider2_status,rider2_y,rider2_x,rider2_code,rider2_attr,rider3_status,rider3_y,rider3_x,rider3_code,rider3_attr,rider4_status,rider4_y,rider4_x,rider4_code,rider4_attr,rider5_status,rider5_y,rider5_x,rider5_code,rider5_attr
60,0,1,0,274.071228,455.000000,3.214294,194.805176,196.071228,0,35,3,1,0,0,350.856934,154.785706,159.071442,367.000000,504.000000,0,0,37,154,0,35,1,23168,native_composite,14208,1,55,-384,196,safe_x,27,0,0,0,0,C,3,512.000000,640.000000,223,41728,0,170,69,92,0,0,170,53,91,0,0,170,37,90,0,0,154,69,89,0,0,154,53,88,0,0,154,37,87,0
61,0,1,0,277.285522,455.000000,3.214294,194.805176,199.285522,0,36,3,1,0,0,349.785522,150.500000,154.785706,367.000000,504.000000,0,0,37,154,0,36,1,22656,native_composite,13696,1,53,-384,199,safe_x,27,0,0,0,0,C,3,512.000000,640.000000,223,41344,0,170,69,92,0,0,170,53,91,0,0,170,37,90,0,0,154,69,89,0,0,154,53,88,0,0,154,37,87,0
62,0,1,0,280.499817,457.500000,3.214294,194.805176,202.499817,0,37,3,1,0,0,348.714111,146.214294,150.500000,367.000000,504.000000,0,0,37,155,0,37,1,22144,native_composite,13184,1,51,-384,202,safe_x,28,1,0,0,0,C,3,512.000000,640.000000,223,40960,0,171,69,92,0,0,171,53,91,0,0,171,37,90,0,0,155,69,89,0,0,155,53,88,0,0,155,37,87,0
63,0,1,0,283.714111,460.000000,3.214294,194.805176,205.714111,0,38,3,1,0,0,347.642670,141.928558,146.214294,367.000000,504.000000,0,0,37,156,0,38,1,21632,native_composite,12672,1,49,-384,206,safe_x,28,0,0,0,0,C,3,512.000000,640.000000,223,40576,0,172,69,92,0,0,172,53,91,0,0,172,37,90,0,0,156,69,89,0,0,156,53,88,0,0,156,37,87,0
64,0,1,0,286.928406,460.000000,3.214294,194.805176,208.928406,0,39,3,1,0,0,346.571259,137.642853,141.928558,367.000000,504.000000,0,0,37,156,0,39,1,21120,native_composite,12160,1,47,-384,209,safe_x,28,0,0,0,0,C,3,512.000000,640.000000,223,40192,0,172,69,92,0,0,172,53,91,0,0,172,37,90,0,0,156,69,89,0,0,156,53,88,0,0,156,37,87,0
65,0,1,0,290.142700,462.500000,3.214294,194.805176,212.142700,0,40,3,1,0,0,345.499847,133.357147,137.642853,367.000000,504.000000,0,0,37,157,0,40,1,20608,native_composite,11648,1,45,-384,212,safe_x,29,1,0,0,0,C,3,512.000000,640.000000,223,39808,0,173,69,92,0,0,173,53,91,0,0,173,37,90,0,0,157,69,89,0,0,157,53,88,0,0,157,37,87,0
66,0,1,0,293.356995,465.000000,3.214294,194.805176,215.356995,0,41,3,1,0,0,344.428436,129.071442,133.357147,367.000000,504.000000,0,0,37,158,0,41,1,20096,native_composite,11136,1,43,-384,215,safe_x,29,0,0,0,0,C,3,512.000000,640.000000,223,39424,0,174,69,92,0,0,174,53,91,0,0,174,37,90,0,0,158,69,89,0,0,158,53,88,0,0,158,37,87,0
67,0,1,0,296.571289,467.500000,3.214294,194.805176,218.571289,0,42,3,1,0,0,343.356995,124.785706,129.071442,367.000000,504.000000,0,0,37,159,0,42,1,19584,native_composite,10624,1,41,-384,219,safe_above,29,0,0,0,0,C,3,512.000000,640.000000,223,39040,0,175,69,92,0,0,175,53,91,0,0,175,37,90,0,0,159,69,89,0,0,159,53,88,0,0,159,37,87,0
68,0,1,0,299.785583,470.000000,3.214294,194.805176,221.785583,0,43,3,1,0,0,342.285583,120.500000,124.785706,367.000000,504.000000,0,0,37,160,0,43,1,19072,native_composite,10112,1,39,-384,222,safe_above,29,0,0,0,0,C,3,512.000000,640.000000,223,38656,0,176,69,92,0,0,176,53,91,0,0,176,37,90,0,0,160,69,89,0,0,160,53,88,0,0,160,37,87,0
69,0,1,0,302.999878,475.000000,3.214294,194.805176,224.999878,0,44,3,1,0,0,341.214172,116.214294,120.500000,367.000000,504.000000,0,0,37,162,0,44,1,18560,native_composite,9600,1,37,-384,225,safe_above,30,1,0,0,0,C,3,512.000000,640.000000,223,38272,0,178,69,92,0,0,178,53,91,0,0,178,37,90,0,0,162,69,89,0,0,162,53,88,0,0,162,37,87,0
70,0,1,0,306.214172,477.500000,3.214294,194.805176,228.214172,0,45,3,1,0,0,340.142731,111.928558,116.214294,367.000000,504.000000,0,0,37,163,0,45,1,18048,native_composite,9088,1,35,-384,228,safe_above,30,0,0,0,0,C,3,512.000000,640.000000,223,37888,0,179,69,92,0,0,179,53,91,0,0,179,37,90,0,0,163,69,89,0,0,163,53,88,0,0,163,37,87,0
71,0,1,0,309.428467,482.500000,3.214294,194.805176,231.428467,0,46,3,1,0,0,339.071320,107.642853,111.928558,367.000000,504.000000,0,0,37,165,0,46,1,17536,native_composite,8576,1,33,-384,231,safe_above,30,0,0,0,0,C,3,512.000000,640.000000,223,37504,0,181,69,92,0,0,181,53,91,0,0,181,37,90,0,0,165,69,89,0,0,165,53,88,0,0,165,37,87,0
72,0,1,0,312.642761,485.000000,3.214294,194.805176,234.642761,0,47,3,1,0,0,337.999908,103.357147,107.642853,367.000000,504.000000,0,0,37,166,0,47,1,17024,native_composite,8064,1,31,-384,235,safe_above,31,1,0,0,0,C,3,512.000000,640.000000,223,37120,0,182,69,92,0,0,182,53,91,0,0,182,37,90,0,0,166,69,89,0,0,166,53,88,0,0,166,37,87,0
73,0,1,0,315.857056,490.000000,3.214294,194.805176,237.857056,0,48,3,1,0,0,336.928497,99.071442,103.357147,367.000000,504.000000,0,0,37,168,0,48,1,16512,native_composite,7552,1,29,-384,238,safe_above,31,0,0,0,0,C,3,512.000000,640.000000,223,36736,0,184,69,92,0,0,184,53,91,0,0,184,37,90,0,0,168,69,89,0,0,168,53,88,0,0,168,37,87,0
74,0,1,0,319.071350,495.000000,3.214294,194.805176,241.071350,0,49,3,1,0,0,335.857056,94.785706,99.071442,367.000000,504.000000,1,0,37,170,0,49,1,16000,native_composite,7040,1,27,-384,241,safe_above,31,0,0,100,0,C,3,512.000000,640.000000,223,36352,0,186,69,92,0,0,186,53,91,0,0,186,37,90,0,0,170,69,89,0,0,170,53,88,0,0,170,37,87,0
75,0,1,0,322.285645,500.000000,3.214294,194.805176,244.285645,0,50,3,1,0,0,334.785645,90.500000,94.785706,367.000000,504.000000,1,0,37,172,0,50,1,15488,native_composite,6528,1,25,-384,244,safe_above,32,1,0,100,0,C,3,512.000000,640.000000,223,35968,0,188,69,92,0,0,188,53,91,0,0,188,37,90,0,0,172,69,89,0,0,172,53,88,0,0,172,37,87,0
76,0,1,0,325.499939,505.000000,3.214294,194.805176,247.499939,0,51,3,1,0,0,333.714233,86.214294,90.500000,367.000000,504.000000,1,0,37,174,0,51,1,14976,native_composite,6016,1,23,-384,247,safe_above,32,0,0,100,0,C,3,512.000000,640.000000,223,35584,0,190,69,92,0,0,190,53,91,0,0,190,37,90,0,0,174,69,89,0,0,174,53,88,0,0,174,37,87,0
77,0,1,0,328.714233,510.000000,3.214294,194.805176,250.714233,0,52,3,1,0,0,332.642792,81.928558,86.214294,367.000000,504.000000,1,0,37,176,0,52,1,14464,native_composite,5504,1,21,-384,251,safe_above,32,0,0,100,0,C,3,512.000000,640.000000,223,35200,0,192,69,92,0,0,192,53,91,0,0,192,37,90,0,0,176,69,89,0,0,176,53,88,0,0,176,37,87,0
78,0,1,0,331.928528,517.500000,3.214294,194.805176,253.928528,0,53,3,1,0,0,331.571381,77.642853,81.928558,367.000000,504.000000,1,0,37,179,0,53,1,13952,native_composite,4992,1,19,-384,254,safe_above,33,1,0,100,0,C,3,512.000000,640.000000,223,34816,0,195,69,92,0,0,195,53,91,0,0,195,37,90,0,0,179,69,89,0,0,179,53,88,0,0,179,37,87,0
79,0,1,0,335.142822,522.500000,3.214294,194.805176,257.142822,0,54,3,1,0,0,330.499969,73.357147,77.642853,367.000000,504.000000,1,0,37,181,0,54,1,13440,native_composite,4480,1,17,-384,257,safe_above,33,0,0,100,0,C,3,512.000000,640.000000,223,34432,0,197,69,92,0,0,197,53,91,0,0,197,37,90,0,0,181,69,89,0,0,181,53,88,0,0,181,37,87,0
80,0,1,0,338.357117,527.500000,3.214294,194.805176,260.357117,0,55,3,1,0,0,329.428558,69.071442,73.357147,367.000000,504.000000,1,0,37,183,0,55,1,12928,native_composite,3968,1,15,-384,260,safe_x,33,0,0,100,0,C,3,512.000000,640.000000,223,34048,0,199,69,92,0,0,199,53,91,0,0,199,37,90,0,0,183,69,89,0,0,183,53,88,0,0,183,37,87,0
81,0,1,0,341.571411,535.000000,3.214294,194.805176,263.571411,0,56,3,1,0,0,328.357117,64.785706,69.071442,367.000000,504.000000,1,0,37,186,0,56,1,12416,native_composite,3456,1,13,-384,264,safe_x,34,1,0,100,0,C,3,512.000000,640.000000,223,33664,0,202,69,92,0,0,202,53,91,0,0,202,37,90,0,0,186,69,89,0,0,186,53,88,0,0,186,37,87,0
82,0,1,0,344.785706,542.500000,3.214294,194.805176,266.785706,0,57,3,1,0,0,327.285706,60.500000,64.785706,367.000000,504.000000,1,0,37,189,0,57,1,11904,native_composite,2944,1,11,-384,267,safe_x,34,0,0,100,0,C,3,512.000000,640.000000,223,33280,0,205,69,92,0,0,205,53,91,0,0,205,37,90,0,0,189,69,89,0,0,189,53,88,0,0,189,37,87,0
83,0,1,0,348.000000,550.000000,3.214294,194.805176,270.000000,0,58,3,1,0,0,326.214294,56.214294,60.500000,367.000000,504.000000,1,0,37,192,0,58,1,11392,native_composite,2432,1,9,-384,270,safe_x,34,0,0,100,0,C,3,512.000000,640.000000,223,32896,0,208,69,92,0,0,208,53,91,0,0,208,37,90,0,0,192,69,89,0,0,192,53,88,0,0,192,37,87,0
84,0,1,0,351.214294,557.500000,3.214294,194.805176,273.214294,0,59,3,1,0,0,325.142853,51.928558,56.214294,367.000000,504.000000,1,0,37,195,0,59,1,10880,native_composite,1920,1,7,-384,273,safe_x,35,1,0,100,0,C,3,512.000000,640.000000,223,32512,0,211,69,92,0,0,211,53,91,0,0,211,37,90,0,0,195,69,89,0,0,195,53,88,0,0,195,37,87,0
85,0,1,0,354.428589,565.000000,3.214294,194.805176,276.428589,0,60,3,1,0,0,324.071442,47.642853,51.928558,367.000000,504.000000,1,0,37,198,0,60,1,10368,native_composite,1408,1,5,-384,276,safe_x,35,0,0,100,0,C,3,512.000000,640.000000,223,32128,0,214,69,92,0,0,214,53,91,0,0,214,37,90,0,0,198,69,89,0,0,198,53,88,0,0,198,37,87,0
86,0,1,0,357.642883,572.500000,3.214294,194.805176,279.642883,0,61,3,1,0,0,323.000031,43.357147,47.642853,367.000000,504.000000,1,0,37,201,0,61,1,9856,native_composite,896,1,3,-384,280,safe_x,35,0,0,100,0,C,3,512.000000,640.000000,223,31744,0,217,69,92,0,0,217,53,91,0,0,217,37,90,0,0,201,69,89,0,0,201,53,88,0,0,201,37,87,0
87,0,1,0,360.857178,580.000000,3.214294,194.805176,282.857178,0,62,3,1,0,0,321.928619,39.071442,43.357147,367.000000,504.000000,1,0,37,204,0,62,1,9344,native_composite,384,1,1,-384,283,safe_x,36,1,0,100,0,C,3,512.000000,640.000000,223,31360,0,220,69,92,0,0,220,53,91,0,0,220,37,90,0,0,204,69,89,0,0,204,53,88,0,0,204,37,87,0
88,0,1,0,364.071472,590.000000,3.214294,194.805176,286.071472,1,-1,3,1,0,0,320.857178,34.785706,39.071442,367.000000,504.000000,1,0,37,208,0,0,1,8832,native_composite,62464,2,244,-384,286,safe_x,136,100,1,0,100,A,1,512.000000,640.000000,122,30976,0,224,69,98,0,0,224,53,97,0,0,224,37,96,0,0,208,69,95,0,0,208,53,94,0,0,208,37,93,0
89,0,1,0,367.285767,590.000000,3.214294,194.805176,289.285767,1,-1,3,1,0,0,319.785767,30.500000,34.785706,367.000000,504.000000,1,0,37,208,0,0,1,8320,native_composite,61952,2,242,-384,289,safe_x,136,0,0,0,0,A,1,512.000000,640.000000,122,30592,0,224,69,98,0,0,224,53,97,0,0,224,37,96,0,0,208,69,95,0,0,208,53,94,0,0,208,37,93,0
90,0,1,0,370.500061,590.000000,3.214294,194.805176,292.500061,1,-1,3,1,0,0,318.714355,26.214294,30.500000,367.000000,504.000000,1,0,37,208,0,0,1,7808,native_composite,61440,2,240,-384,293,safe_x,136,0,0,0,0,A,1,512.000000,640.000000,122,30208,0,224,69,98,0,0,224,53,97,0,0,224,37,96,0,0,208,69,95,0,0,208,53,94,0,0,208,37,93,0
91,0,1,0,373.714355,590.000000,3.214294,194.805176,295.714355,1,-1,3,1,0,0,317.642944,21.928589,26.214294,367.000000,504.000000,1,0,37,208,0,0,1,7296,native_composite,60928,2,238,-384,296,safe_x,136,0,0,0,0,A,1,512.000000,640.000000,122,29824,0,224,69,98,0,0,224,53,97,0,0,224,37,96,0,0,208,69,95,0,0,208,53,94,0,0,208,37,93,0
92,0,1,0,376.928650,590.000000,3.214294,194.805176,298.928650,1,-1,3,1,0,0,316.571503,17.642853,21.928589,367.000000,504.000000,1,0,37,208,0,0,1,6784,native_composite,60416,2,236,-384,299,safe_x,136,0,0,0,0,A,1,512.000000,640.000000,122,29440,0,224,69,98,0,0,224,53,97,0,0,224,37,96,0,0,208,69,95,0,0,208,53,94,0,0,208,37,93,0
93,0,1,0,380.142944,590.000000,3.214294,194.805176,302.142944,1,-1,3,1,0,0,315.500092,13.357147,17.642853,367.000000,504.000000,1,0,37,208,0,0,1,6272,native_composite,59904,2,234,-384,302,safe_x,136,0,0,0,0,A,1,512.000000,640.000000,122,29056,0,224,69,98,0,0,224,53,97,0,0,224,37,96,0,0,208,69,95,0,0,208,53,94,0,0,208,37,93,0
94,0,1,0,383.357239,590.000000,3.214294,194.805176,305.357239,1,-1,3,1,0,0,314.428680,9.071442,13.357147,367.000000,504.000000,1,0,37,208,0,0,1,5760,native_composite,59392,2,232,-384,305,safe_x,136,0,0,0,0,A,1,512.000000,640.000000,122,28672,0,224,69,98,0,0,224,53,97,0,0,224,37,96,0,0,208,69,95,0,0,208,53,94,0,0,208,37,93,0
95,0,1,0,386.571533,590.000000,3.214294,194.805176,308.571533,1,-1,3,1,0,0,313.357239,4.785706,9.071442,367.000000,504.000000,1,0,37,208,0,0,1,5248,native_composite,58880,2,230,-384,309,safe_x,136,0,0,0,0,A,1,512.000000,640.000000,122,28288,0,224,69,98,0,0,224,53,97,0,0,224,37,96,0,0,208,69,95,0,0,208,53,94,0,0,208,37,93,0
96,0,1,0,389.785828,590.000000,3.214294,194.805176,311.785828,1,-1,3,1,0,0,312.285828,0.500000,4.785706,367.000000,504.000000,1,0,37,208,0,0,1,4736,native_composite,58368,2,228,-384,312,safe_x,136,0,0,0,0,B,2,512.000000,640.000000,111,27904,0,224,69,205,0,0,224,53,204,0,0,224,37,182,0,0,208,69,181,0,0,208,53,100,0,0,208,37,99,0
97,0,1,0,393.000122,590.000000,3.214294,194.805176,315.000122,1,-1,3,1,0,0,311.214417,-3.785706,0.500000,367.000000,504.000000,1,0,37,208,0,0,1,4224,native_composite,57856,2,226,-384,315,safe_x,136,0,0,0,0,B,2,512.000000,640.000000,111,27520,0,224,69,205,0,0,224,53,204,0,0,224,37,182,0,0,208,69,181,0,0,208,53,100,0,0,208,37,99,0
98,0,1,0,396.214417,590.000000,3.214294,194.805176,318.214417,1,-1,3,1,0,0,310.143005,-8.071411,-3.785706,367.000000,504.000000,1,0,37,208,0,0,1,3712,native_composite,57344,2,224,-384,318,safe_x,136,0,0,0,0,B,2,512.000000,640.000000,111,27136,0,224,69,205,0,0,224,53,204,0,0,224,37,182,0,0,208,69,181,0,0,208,53,100,0,0,208,37,99,0
99,0,1,0,399.428711,590.000000,3.214294,194.805176,321.428711,1,-1,3,1,0,0,309.071564,-12.357147,-8.071411,367.000000,504.000000,1,0,37,208,0,0,1,3200,native_composite,56832,2,222,-384,321,safe_x,136,0,0,0,0,B,2,512.000000,640.000000,111,26752,0,224,69,205,0,0,224,53,204,0,0,224,37,182,0,0,208,69,181,0,0,208,53,100,0,0,208,37,99,0
100,0,1,0,402.643005,590.000000,3.214294,194.805176,324.643005,1,-1,3,1,0,0,308.000153,-16.642853,-12.357147,367.000000,504.000000,1,0,37,208,0,0,1,2688,native_composite,56320,2,220,-384,325,safe_x,136,0,0,0,0,B,2,512.000000,640.000000,111,26368,0,224,69,205,0,0,224,53,204,0,0,224,37,182,0,0,208,69,181,0,0,208,53,100,0,0,208,37,99,0
101,0,1,0,405.857300,590.000000,3.214294,194.805176,327.857300,1,-1,3,1,0,0,306.928741,-20.928558,-16.642853,367.000000,504.000000,1,0,37,208,0,0,1,2176,native_composite,55808,2,218,-384,328,safe_x,136,0,0,0,0,B,2,512.000000,640.000000,111,25984,0,224,69,205,0,0,224,53,204,0,0,224,37,182,0,0,208,69,181,0,0,208,53,100,0,0,208,37,99,0
102,0,1,0,409.071594,590.000000,3.214294,194.805176,331.071594,1,-1,3,1,0,0,305.857300,-25.214294,-20.928558,367.000000,504.000000,1,0,37,208,0,0,1,1664,native_composite,55296,2,216,-384,331,safe_x,136,0,0,0,0,B,2,512.000000,640.000000,111,25600,0,224,69,205,0,0,224,53,204,0,0,224,37,182,0,0,208,69,181,0,0,208,53,100,0,0,208,37,99,0
103,0,1,0,412.285889,590.000000,3.214294,194.805176,334.285889,1,-1,3,1,0,0,304.785889,-29.500000,-25.214294,367.000000,504.000000,1,0,37,208,0,0,1,1152,native_composite,54784,2,214,-384,334,safe_x,136,0,0,0,0,C,3,512.000000,640.000000,100,25216,0,224,69,92,0,0,224,53,91,0,0,224,37,90,0,0,208,69,89,0,0,208,53,88,0,0,208,37,87,0
104,0,1,0,415.500183,590.000000,3.214294,194.805176,337.500183,1,-1,3,1,0,0,303.714478,-33.785706,-29.500000,367.000000,504.000000,1,0,37,208,0,0,1,640,native_composite,54272,2,212,-384,338,safe_x,136,0,0,0,0,C,3,512.000000,640.000000,100,24832,0,224,69,92,0,0,224,53,91,0,0,224,37,90,0,0,208,69,89,0,0,208,53,88,0,0,208,37,87,0
105,0,1,0,418.714478,590.000000,3.214294,194.805176,340.714478,1,-1,3,1,0,0,302.643066,-38.071411,-33.785706,367.000000,504.000000,1,0,37,208,0,0,1,128,native_composite,53760,2,210,-384,341,safe_x,136,0,0,0,0,C,3,512.000000,640.000000,100,24448,0,224,69,92,0,0,224,53,91,0,0,224,37,90,0,0,208,69,89,0,0,208,53,88,0,0,208,37,87,0
106,0,1,0,421.928772,590.000000,3.214294,194.805176,343.928772,1,-1,3,1,0,1,770.857361,426.928589,431.214294,367.000000,504.000000,0,0,37,208,0,0,1,55680,native_composite,53248,2,208,-384,344,safe_x,136,0,0,0,0,C,3,512.000000,640.000000,100,24064,0,224,69,92,0,0,224,53,91,0,0,224,37,90,0,0,208,69,89,0,0,208,53,88,0,0,208,37,87,0
107,0,1,0,425.143066,590.000000,3.214294,194.805176,347.143066,1,-1,3,1,0,1,769.785889,422.642822,426.928589,367.000000,504.000000,0,0,37,208,0,0,1,55168,native_composite,52736,2,206,-384,347,safe_x,136,0,0,0,0,C,3,512.000000,640.000000,100,23680,0,224,69,92,0,0,224,53,91,0,0,224,37,90,0,0,208,69,89,0,0,208,53,88,0,0,208,37,87,0
108,0,1,0,428.357361,590.000000,3.214294,194.805176,350.357361,1,-1,3,1,0,1,768.714478,418.357117,422.642822,367.000000,504.000000,0,0,37,208,0,0,1,54656,native_composite,52224,2,204,-384,350,safe_x,136,0,0,0,0,C,3,512.000000,640.000000,100,23296,0,224,69,92,0,0,224,53,91,0,0,224,37,90,0,0,208,69,89,0,0,208,53,88,0,0,208,37,87,0
109,0,1,0,431.571655,590.000000,3.214294,194.805176,353.571655,1,-1,3,1,0,1,767.643066,414.071411,418.357117,367.000000,504.000000,0,0,37,208,0,0,1,54144,native_composite,51712,2,202,-384,354,safe_x,136,0,0,0,0,C,3,512.000000,640.000000,100,22912,0,224,69,92,0,0,224,53,91,0,0,224,37,90,0,0,208,69,89,0,0,208,53,88,0,0,208,37,87,0
110,0,1,0,434.785950,590.000000,3.214294,194.805176,356.785950,1,-1,3,1,0,1,766.571655,409.785706,414.071411,367.000000,504.000000,0,0,37,208,0,0,1,53632,native_composite,51200,2,200,-384,357,safe_x,136,0,0,0,0,A,1,512.000000,640.000000,89,22528,0,224,69,98,0,0,224,53,97,0,0,224,37,96,0,0,208,69,95,0,0,208,53,94,0,0,208,37,93,0
111,0,1,0,438.000244,590.000000,3.214294,194.805176,360.000244,1,-1,3,1,0,1,765.500244,405.500000,409.785706,367.000000,504.000000,0,0,37,208,0,0,1,53120,native_composite,50688,2,198,-384,360,safe_x,136,0,0,0,0,A,1,512.000000,640.000000,89,22144,0,224,69,98,0,0,224,53,97,0,0,224,37,96,0,0,208,69,95,0,0,208,53,94,0,0,208,37,93,0
112,0,1,0,441.214539,590.000000,3.214294,194.805176,363.214539,1,-1,3,1,0,1,764.428833,401.214294,405.500000,367.000000,504.000000,0,0,37,208,0,0,1,52608,native_composite,50176,2,196,-384,363,safe_x,136,0,0,0,0,A,1,512.000000,640.000000,89,21760,0,224,69,98,0,0,224,53,97,0,0,224,37,96,0,0,208,69,95,0,0,208,53,94,0,0,208,37,93,0
113,0,1,0,444.428833,590.000000,3.214294,194.805176,366.428833,1,-1,3,1,0,1,763.357422,396.928589,401.214294,367.000000,504.000000,0,0,37,208,0,0,1,52096,native_composite,49664,2,194,-384,366,safe_x,136,0,0,0,0,A,1,512.000000,640.000000,89,21376,0,224,69,98,0,0,224,53,97,0,0,224,37,96,0,0,208,69,95,0,0,208,53,94,0,0,208,37,93,0
114,0,1,0,447.643127,590.000000,3.214294,194.805176,369.643127,1,-1,3,1,0,1,762.285950,392.642822,396.928589,367.000000,504.000000,0,0,37,208,0,0,1,51584,native_composite,49152,2,192,-384,370,safe_x,136,0,0,0,0,A,1,512.000000,640.000000,89,20992,0,224,69,98,0,0,224,53,97,0,0,224,37,96,0,0,208,69,95,0,0,208,53,94,0,0,208,37,93,0
115,0,1,0,450.857422,590.000000,3.214294,194.805176,372.857422,1,-1,3,1,0,1,761.214539,388.357117,392.642822,367.000000,504.000000,0,0,37,208,0,0,1,51072,native_composite,48640,2,190,-384,373,safe_x,136,0,0,0,0,A,1,512.000000,640.000000,89,20608,0,224,69,98,0,0,224,53,97,0,0,224,37,96,0,0,208,69,95,0,0,208,53,94,0,0,208,37,93,0
116,0,1,0,454.071716,590.000000,3.214294,194.805176,376.071716,1,-1,3,1,0,1,760.143127,384.071411,388.357117,367.000000,504.000000,0,0,37,208,0,0,1,50560,native_composite,48128,2,188,-384,376,safe_x,136,0,0,0,0,A,1,512.000000,640.000000,89,20224,0,224,69,98,0,0,224,53,97,0,0,224,37,96,0,0,208,69,95,0,0,208,53,94,0,0,208,37,93,0
117,0,1,0,457.286011,590.000000,3.214294,194.805176,379.286011,1,-1,3,1,0,1,759.071716,379.785706,384.071411,367.000000,504.000000,0,0,37,208,0,0,1,50048,native_composite,47616,2,186,-384,379,safe_x,136,0,0,0,0,A,1,512.000000,640.000000,89,19840,0,224,69,98,0,0,224,53,97,0,0,224,37,96,0,0,208,69,95,0,0,208,53,94,0,0,208,37,93,0
118,0,1,0,460.500305,590.000000,3.214294,194.805176,382.500305,1,-1,3,1,0,1,758.000305,375.500000,379.785706,367.000000,504.000000,0,0,37,208,0,0,1,49536,native_composite,47104,2,184,-384,383,safe_x,136,0,0,0,0,B,2,512.000000,640.000000,78,19456,0,224,69,205,0,0,224,53,204,0,0,224,37,182,0,0,208,69,181,0,0,208,53,100,0,0,208,37,99,0
119,0,1,0,463.714600,590.000000,3.214294,194.805176,385.714600,1,-1,3,1,0,1,756.928894,371.214294,375.500000,367.000000,504.000000,0,0,37,208,0,0,1,49024,native_composite,46592,2,182,-384,386,safe_x,136,0,0,0,0,B,2,512.000000,640.000000,78,19072,0,224,69,205,0,0,224,53,204,0,0,224,37,182,0,0,208,69,181,0,0,208,53,100,0,0,208,37,99,0
