frame,pc,system_input,player_input,player_state_2800,airborne_20b0,rider_x_2646,rider_y_2644,jump_anim_20b4,jump_acc_20b5,scroll_command_20b1,scroll_acc_2203,activation_acc_20c2,course_index_2208,course_state_20bc,state_20bd,state_20be,state_20bf,score_bcd_20a0,object_26d0_status,object_26d0_x88,object_26d0_y,object_26d0_timer,object_26d0_code,object_26d0_attr,frame_byte_14,lives_2200,extra_220a,coin_220b,missed_220c,bb_20bb,c1_20c1,c4_20c4,phase_05,phase_06,cb_20cb
1,ca10,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
2,ca0c,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
3,ca0d,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
4,ca0d,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
5,ca0f,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
6,ca0a,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
7,ca0d,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
8,ca0d,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
9,ca0e,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
10,ca10,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
11,ca0c,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
12,ca0d,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
13,ca0d,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
14,ca0f,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
15,ca0a,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
16,ca0d,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
17,ca0d,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
18,ca0e,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
19,ca10,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
20,ca0c,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
21,ca0d,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
22,ca0d,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
23,ca0f,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
24,ca0a,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
25,ca0d,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
26,ca0d,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
27,ca0e,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
28,ca10,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
29,ca0c,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
30,ca0d,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
31,ca0d,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
32,ca0f,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
33,ca0a,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
34,ca0d,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
35,ca0d,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
36,ca0e,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
37,ca10,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
38,ca0c,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
39,ca0d,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
40,ca0d,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
41,ca0f,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
42,ca0a,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
43,ca0d,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
44,ca0d,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
45,ca0e,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
46,ca10,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
47,ca1e,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
48,ca22,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
49,ca27,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
50,ca1e,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
51,ca22,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
52,ca22,ff,ff,00,55,0,0,55,5555,5555,5555,5555,55,55,55,55,55,555555,00,0000,0,00,00,00,55,55,55,55,55,55,55,5555,55,55,55
53,ca26,ff,ff,55,55,85,85,55,5555,5555,5555,5555,55,55,55,55,55,555555,55,5555,85,55,55,55,55,55,55,55,55,55,55,5555,55,55,55
54,ca1e,ff,ff,55,55,85,85,55,5555,5555,5555,5555,55,55,55,55,55,555555,55,5555,85,55,55,55,55,55,55,55,55,55,55,5555,55,55,55
55,ca22,ff,ff,55,55,85,85,55,5555,5555,5555,5555,55,55,55,55,55,555555,55,5555,85,55,55,55,55,55,55,55,55,55,55,5555,55,55,55
56,ca26,ff,ff,55,55,85,85,55,5555,5555,5555,5555,55,55,55,55,55,555555,55,5555,85,55,55,55,55,55,55,55,55,55,55,5555,55,55,55
57,ca25,ff,ff,55,aa,85,85,aa,aaaa,aaaa,aaaa,aaaa,aa,aa,aa,aa,aa,aaaaaa,55,5555,85,55,55,55,aa,aa,aa,aa,aa,aa,aa,aaaa,aa,aa,aa
58,ca1d,ff,ff,55,aa,170,170,aa,aaaa,aaaa,aaaa,aaaa,aa,aa,aa,aa,aa,aaaaaa,aa,aaaa,170,aa,aa,aa,aa,aa,aa,aa,aa,aa,aa,aaaa,aa,aa,aa
59,ca21,ff,ff,aa,aa,170,170,aa,aaaa,aaaa,aaaa,aaaa,aa,aa,aa,aa,aa,aaaaaa,aa,aaaa,170,aa,aa,aa,aa,aa,aa,aa,aa,aa,aa,aaaa,aa,aa,aa
60,ca25,ff,ff,aa,aa,170,170,aa,aaaa,aaaa,aaaa,aaaa,aa,aa,aa,aa,aa,aaaaaa,aa,aaaa,170,aa,aa,aa,aa,aa,aa,aa,aa,aa,aa,aaaa,aa,aa,aa
61,ca1d,ff,ff,aa,aa,170,170,aa,aaaa,aaaa,aaaa,aaaa,aa,aa,aa,aa,aa,aaaaaa,aa,aaaa,170,aa,aa,aa,aa,aa,aa,aa,aa,aa,aa,aaaa,aa,aa,aa
62,ca29,ff,ff,aa,ff,170,170,ff,ffff,ffff,aaaa,ffff,aa,ff,ff,ff,ff,ffffff,aa,aaaa,170,aa,aa,aa,ff,aa,aa,aa,aa,ff,ff,ffff,ff,ff,ff
63,ca20,ff,ff,aa,ff,170,170,ff,ffff,ffff,ffff,ffff,ff,ff,ff,ff,ff,ffffff,aa,aaaa,170,aa,aa,aa,ff,ff,ff,ff,ff,ff,ff,ffff,ff,ff,ff
64,ca24,ff,ff,ff,ff,255,255,ff,ffff,ffff,ffff,ffff,ff,ff,ff,ff,ff,ffffff,ff,ffff,255,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ffff,ff,ff,ff
65,ca29,ff,ff,ff,ff,255,255,ff,ffff,ffff,ffff,ffff,ff,ff,ff,ff,ff,ffffff,ff,ffff,255,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ffff,ff,ff,ff
66,ca20,ff,ff,ff,ff,255,255,ff,ffff,ffff,ffff,ffff,ff,ff,ff,ff,ff,ffffff,ff,ffff,255,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ffff,ff,ff,ff
67,ca24,ff,ff,ff,ff,255,255,ff,ffff,ffff,ffff,ffff,ff,ff,ff,ff,ff,ffffff,ff,ffff,255,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ffff,ff,ff,ff
68,ca34,ff,ff,ff,ff,255,255,ff,ffff,ffff,ffff,ffff,ff,ff,ff,ff,ff,ffffff,ff,ffff,255,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ffff,ff,ff,ff
69,ca3c,ff,ff,ff,ff,255,255,ff,ffff,ffff,ffff,ffff,ff,ff,ff,ff,ff,ffffff,ff,ffff,255,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ffff,ff,ff,ff
70,ca30,ff,ff,ff,ff,255,255,ff,ffff,ffff,ffff,ffff,ff,ff,ff,ff,ff,ffffff,ff,ffff,255,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ffff,ff,ff,ff
71,ca3a,ff,ff,ff,ff,255,255,ff,ffff,ffff,ffff,ffff,ff,ff,ff,ff,ff,ffffff,ff,ffff,255,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ffff,ff,ff,ff
72,ca41,ff,ff,68,ff,255,255,ff,ffff,ffff,ffff,ffff,ff,ff,ff,ff,ff,ffffff,ff,ffff,255,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ffff,ff,ff,ff
73,ca36,ff,ff,68,ff,36,38,ff,ffff,ffff,ffff,ffff,ff,ff,ff,ff,ff,ffffff,99,9392,149,91,8b,8a,ff,ff,ff,ff,ff,ff,ff,ffff,ff,ff,ff
74,ca47,ff,ff,68,00,36,38,00,0000,0000,0000,0000,00,00,00,00,00,000000,99,9392,149,91,8b,8a,00,00,00,00,00,00,00,0000,00,00,00
75,c9f1,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
76,ca6b,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
77,ca6f,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
78,ca73,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
79,ca6d,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
80,ca71,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
81,ca70,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
82,ca75,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
83,ca6f,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
84,ca73,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
85,ca6d,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
86,ca6b,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
87,ca6f,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
88,ca73,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
89,ca6d,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
90,ca72,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
91,ca70,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
92,ca75,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
93,ca6f,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
94,ca73,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
95,ca6d,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
96,ca6c,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
97,ca6f,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
98,ca73,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
99,ca6e,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
100,ca72,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
101,cac4,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
102,cac4,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
103,cac6,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
104,cac2,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
105,cac4,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
106,cac4,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
107,cac6,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
108,cac8,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
109,cac3,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
110,cac4,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
111,cac4,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
112,cac6,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
113,cac2,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
114,cac4,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
115,cac4,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
116,cac6,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
117,cac8,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
118,cac3,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
119,cac4,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
120,cac4,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
121,cac6,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
122,cac2,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
123,cac4,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
124,cac4,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
125,cac6,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
126,cac8,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
127,cac3,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
128,cac4,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
129,cac4,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
130,cac6,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
131,cac2,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
132,cac4,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
133,cac4,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
134,cac6,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
135,cac8,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
136,cac3,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
137,cac4,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
138,cac4,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
139,cac6,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
140,cac2,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
141,cac4,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
142,cac4,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
143,cac6,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
144,cac8,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
145,cac3,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
146,cac4,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
147,600e,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
148,600a,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
149,6006,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
150,600e,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
151,600a,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
152,6006,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
153,600e,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
154,600a,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
155,6006,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
156,600e,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
157,600a,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
158,6006,ff,ff,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,00,00,00,00,00,00,0000,00,00,00
