frame,pc,system_input,player_input,player_state_2800,airborne_20b0,rider_x_2646,rider_y_2644,jump_anim_20b4,jump_acc_20b5,scroll_command_20b1,scroll_acc_2203,activation_acc_20c2,course_index_2208,course_state_20bc,state_20bd,state_20be,state_20bf,score_bcd_20a0,object_26d0_status,object_26d0_x88,object_26d0_y,object_26d0_timer,object_26d0_code,object_26d0_attr,frame_byte_14,lives_2200,extra_220a,coin_220b,missed_220c,bb_20bb,c1_20c1,c4_20c4,phase_05,phase_06,cb_20cb
492,6206,ff,fd,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,00,03,00,00,00,00,00,0000,01,02,00
493,60f2,ff,fd,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,01,03,00,00,00,00,00,0000,02,02,00
494,6205,ff,fd,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,02,03,00,00,00,00,00,0000,03,02,00
495,60ee,ff,fd,00,00,0,0,00,0000,0000,0000,0000,00,00,00,00,00,000000,00,0000,0,00,00,00,03,03,00,00,00,00,00,0000,00,03,00
496,60ee,ff,fd,01,00,37,208,00,0000,0000,0000,1000,00,10,00,00,00,000000,00,0000,156,00,e4,00,04,03,00,00,00,04,00,0000,00,03,00
497,6208,ff,fd,01,00,37,208,00,0000,fe80,01fe,0e00,00,10,00,00,00,000000,00,0000,156,00,e4,00,05,03,00,00,00,04,00,0200,00,03,00
498,60f6,ff,fd,01,00,37,208,00,0000,fe80,01fd,0c00,00,10,00,00,00,000000,00,0000,156,00,e4,00,06,03,00,00,00,04,00,0400,00,03,00
499,622e,ff,fd,01,00,37,208,00,0000,fe80,01fb,0a00,00,10,00,00,00,000000,00,0000,156,00,e4,00,07,03,00,00,00,04,00,0600,00,03,00
500,60f2,ff,fd,01,00,37,208,00,0000,fe80,01fa,0800,00,10,00,00,00,000000,00,0000,156,00,e4,00,08,03,00,00,00,04,00,0800,00,03,00
501,622e,ff,fd,01,00,37,208,00,0000,fe80,01f8,0600,00,10,00,00,00,000000,00,0000,156,00,e4,00,09,03,00,00,00,04,00,0a00,00,03,00
502,60f1,ff,fd,01,00,37,208,00,0000,fe80,01f7,0400,00,10,00,00,00,000000,00,0000,156,00,e4,00,0a,03,00,00,00,04,00,0c00,00,03,00
503,6206,ff,fd,01,00,37,208,00,0000,fe80,01f5,0200,00,10,00,00,00,000000,00,0000,156,00,e4,00,0b,03,00,00,00,04,00,0e00,00,03,00
504,6207,ff,fd,01,00,37,208,01,0000,fe80,01f4,0000,00,10,00,00,00,000000,00,0000,156,00,e4,00,0c,03,00,00,00,04,00,1000,00,03,00
505,60ef,ff,fd,01,00,37,208,01,0000,fe80,01f2,dc00,01,dc,00,00,00,000000,01,fd80,156,03,e4,03,0d,03,00,00,00,05,00,1200,00,03,00
506,60ee,ff,fd,01,00,37,208,01,0000,fe80,01f1,da00,01,dc,00,00,00,000000,01,fb80,156,02,e4,03,0e,03,00,00,00,05,00,1400,00,03,00
507,60f1,ff,fd,01,00,37,208,01,0000,fe80,01ef,d800,01,dc,00,00,00,000000,01,f980,156,01,e4,03,0f,03,00,00,00,05,00,1600,00,03,00
508,6231,ff,fd,01,00,37,208,01,0000,fe80,01ee,d600,01,dc,00,00,00,000000,01,f780,156,03,e4,05,10,03,00,00,00,05,00,1800,00,03,00
509,6208,ff,fd,01,00,37,208,01,0000,fe80,01ec,d400,01,dc,00,00,00,000000,01,f580,156,02,e4,05,11,03,00,00,00,05,00,1a00,00,03,00
510,60f4,ff,fd,01,00,37,208,01,0000,fe80,01eb,d200,01,dc,00,00,00,000000,01,f380,156,01,e4,05,12,03,00,00,00,05,00,1c00,00,03,00
511,60f1,ff,fd,01,00,37,208,01,0000,fe80,01e9,d000,01,dc,00,00,00,000000,01,f180,156,03,e4,05,13,03,00,00,00,05,00,1e00,00,03,00
512,6203,ff,fd,01,00,37,208,02,0000,fe80,01e8,ce00,01,dc,00,00,00,000000,01,ef80,156,02,e4,05,14,03,00,00,00,05,00,2000,00,03,00
513,60f1,ff,fd,01,00,37,208,02,0000,fe80,01e6,cc00,01,dc,00,00,00,000000,01,ed80,156,01,e4,05,15,03,00,00,00,05,00,2200,00,03,00
514,6208,ff,fd,01,00,37,208,02,0000,fe80,01e5,ca00,01,dc,00,00,00,000000,01,eb80,156,03,e4,04,16,03,00,00,00,05,00,2400,00,03,00
515,60f6,ff,fd,01,00,37,208,02,0000,fe80,01e3,c800,01,dc,00,00,00,000000,01,e980,156,02,e4,04,17,03,00,00,00,05,00,2600,00,03,00
516,60f5,ff,fd,01,00,37,208,02,0000,fe80,01e2,c600,01,dc,00,00,00,000000,01,e780,156,01,e4,04,18,03,00,00,00,05,00,2800,00,03,00
517,622d,ff,fd,01,00,37,208,02,0000,fe80,01e0,c400,01,dc,00,00,00,000000,01,e580,156,03,e4,03,19,03,00,00,00,05,00,2a00,00,03,00
518,60f5,ff,fd,01,00,37,208,02,0000,fe80,01df,c200,01,dc,00,00,00,000000,01,e380,156,02,e4,03,1a,03,00,00,00,05,00,2c00,00,03,00
519,6207,ff,fd,01,00,37,208,00,0000,fe80,01dd,c000,01,dc,00,00,00,000000,01,e180,156,01,e4,03,1b,03,00,00,00,05,00,2e00,00,03,00
520,60f6,ff,fd,01,00,37,208,00,0000,fe80,01dc,be00,01,dc,00,00,00,000000,01,df80,156,03,e4,05,1c,03,00,00,00,05,00,3000,00,03,00
521,60ef,ff,fd,01,00,37,208,00,0000,fe80,01da,bc00,01,dc,00,00,00,000000,01,dd80,156,02,e4,05,1d,03,00,00,00,05,00,3200,00,03,00
522,622e,ff,fd,01,00,37,208,00,0000,fe80,01d9,ba00,01,dc,00,00,00,000000,01,db80,156,01,e4,05,1e,03,00,00,00,05,00,3400,00,03,00
523,6206,ff,fd,01,00,37,208,00,0000,fe80,01d7,b800,01,dc,00,00,00,000000,01,d980,156,03,e4,05,1f,03,00,00,00,05,00,3600,00,03,00
524,60f2,ff,fd,01,00,37,208,00,0000,fe80,01d6,b600,01,dc,00,00,00,000000,01,d780,156,02,e4,05,20,03,00,00,00,05,00,3800,00,03,00
525,60ee,ff,fd,01,00,37,208,00,0000,fe80,01d4,b400,01,dc,00,00,00,000000,01,d580,156,01,e4,05,21,03,00,00,00,05,00,3a00,00,03,00
526,6208,ff,fd,01,00,37,208,01,0000,fe80,01d3,b200,01,dc,00,00,00,000000,01,d380,156,03,e4,04,22,03,00,00,00,05,00,3c00,00,03,00
527,6230,ff,fd,01,00,37,208,01,0000,fe80,01d1,b000,01,dc,00,00,00,000000,01,d180,156,02,e4,04,23,03,00,00,00,05,00,3e00,00,03,00
528,6205,ff,fd,01,00,37,208,01,0000,fe80,01d0,ae00,01,dc,00,00,00,000000,01,cf80,156,01,e4,04,24,03,00,00,00,05,00,4000,00,03,00
529,6203,ff,fd,01,00,37,208,01,0000,fe80,01ce,ac00,01,dc,00,00,00,000000,01,cd80,156,03,e4,03,25,03,00,00,00,05,00,4200,00,03,00
530,6208,ff,fd,01,00,37,208,01,0000,fe80,01cd,aa00,01,dc,00,00,00,000000,01,cb80,156,02,e4,03,26,03,00,00,00,05,00,4400,00,03,00
531,60f0,ff,fd,01,00,37,208,01,0000,fe80,01cb,a800,01,dc,00,00,00,000000,01,c980,156,01,e4,03,27,03,00,00,00,05,00,4600,00,03,00
532,622e,ff,fd,01,00,37,208,01,0000,fe80,01ca,a600,01,dc,00,00,00,000000,01,c780,156,03,e4,05,28,03,00,00,00,05,00,4800,00,03,00
533,622e,ff,fd,01,00,37,208,01,0000,fe80,01c8,a400,01,dc,00,00,00,000000,01,c580,156,02,e4,05,29,03,00,00,00,05,00,4a00,00,03,00
534,6208,ff,fd,01,00,37,208,02,0000,fe80,01c7,a200,01,dc,00,00,00,000000,01,c380,156,01,e4,05,2a,03,00,00,00,05,00,4c00,00,03,00
535,60f1,ff,fd,01,00,37,208,02,0000,fe80,01c5,a000,01,dc,00,00,00,000000,01,c180,156,03,e4,05,2b,03,00,00,00,05,00,4e00,00,03,00
536,622e,ff,fd,01,00,37,208,02,0000,fe80,01c4,9e00,01,dc,00,00,00,000000,01,bf80,156,02,e4,05,2c,03,00,00,00,05,00,5000,00,03,00
537,6208,ff,fd,01,00,37,208,02,0000,fe80,01c2,9c00,01,dc,00,00,00,000000,01,bd80,156,01,e4,05,2d,03,00,00,00,05,00,5200,00,03,00
538,60f1,ff,fd,01,00,37,208,02,0000,fe80,01c1,9a00,01,dc,00,00,00,000000,01,bb80,156,03,e4,04,2e,03,00,00,00,05,00,5400,00,03,00
539,6205,ff,fd,01,00,37,208,02,0000,fe80,01bf,9800,01,dc,00,00,00,000000,01,b980,156,02,e4,04,2f,03,00,00,00,05,00,5600,00,03,00
540,6230,ff,fd,01,00,37,208,02,0000,fe80,01be,9600,01,dc,00,00,00,000000,01,b780,156,01,e4,04,30,03,00,00,00,05,00,5800,00,03,00
541,60ef,ff,fd,01,00,37,208,00,0000,fe80,01bc,9400,01,dc,00,00,00,000000,01,b580,156,03,e4,03,31,03,00,00,00,05,00,5a00,00,03,00
542,60f4,ff,fd,01,00,37,208,00,0000,fe80,01bb,9200,01,dc,00,00,00,000000,01,b380,156,02,e4,03,32,03,00,00,00,05,00,5c00,00,03,00
543,622e,ff,fd,01,00,37,208,00,0000,fe80,01b9,9000,01,dc,00,00,00,000000,01,b180,156,01,e4,03,33,03,00,00,00,05,00,5e00,00,03,00
544,60f1,ff,fd,01,00,37,208,00,0000,fe80,01b8,8e00,01,dc,00,00,00,000000,01,af80,156,03,e4,05,34,03,00,00,00,05,00,6000,00,03,00
545,622f,ff,fd,01,00,37,208,00,0000,fe80,01b6,8c00,01,dc,00,00,00,000000,01,ad80,156,02,e4,05,35,03,00,00,00,05,00,6200,00,03,00
546,6207,ff,fd,01,00,37,208,00,0000,fe80,01b5,8a00,01,dc,00,00,00,000000,01,ab80,156,01,e4,05,36,03,00,00,00,05,00,6400,00,03,00
547,60ef,ff,fd,01,00,37,208,00,0000,fe80,01b3,8800,01,dc,00,00,00,000000,01,a980,156,03,e4,05,37,03,00,00,00,05,00,6600,00,03,00
548,622f,ff,fd,01,00,37,208,01,0000,fe80,01b2,8600,01,dc,00,00,00,000000,01,a780,156,02,e4,05,38,03,00,00,00,05,00,6800,00,03,00
549,6206,ff,fd,01,00,37,208,01,0000,fe80,01b0,8400,01,dc,00,00,00,000000,01,a580,156,01,e4,05,39,03,00,00,00,05,00,6a00,00,03,00
550,60f6,ff,fd,01,00,37,208,01,0000,fe80,01af,8200,01,dc,00,00,00,000000,01,a380,156,03,e4,04,3a,03,00,00,00,05,00,6c00,00,03,00
551,60f0,ff,fd,01,00,37,208,01,0000,fe80,01ad,8000,01,dc,00,00,00,000000,01,a180,156,02,e4,04,3b,03,00,00,00,05,00,6e00,00,03,00
552,622e,ff,fd,01,00,37,208,01,0000,fe80,01ac,7e00,01,dc,00,00,00,000000,01,9f80,156,01,e4,04,3c,03,00,00,00,05,00,7000,00,03,00
553,6207,ff,fd,01,00,37,208,01,0000,fe80,01aa,7c00,01,dc,00,00,00,000000,01,9d80,156,03,e4,03,3d,03,00,00,00,05,00,7200,00,03,00
554,60f2,ff,fd,01,00,37,208,01,0000,fe80,01a9,7a00,01,dc,00,00,00,000000,01,9b80,156,02,e4,03,3e,03,00,00,00,05,00,7400,00,03,00
555,60ef,ff,fd,01,00,37,208,01,0000,fe80,01a7,7800,01,dc,00,00,00,000000,01,9980,156,01,e4,03,3f,03,00,00,00,05,00,7600,00,03,00
556,622e,ff,fd,01,00,37,208,02,0000,fe80,01a6,7600,01,dc,00,00,00,000000,01,9780,156,03,e4,05,40,03,00,00,00,05,00,7800,00,03,00
557,60ef,ff,fd,01,00,37,208,02,0000,fe80,01a4,7400,01,dc,00,00,00,000000,01,9580,156,02,e4,05,41,03,00,00,00,05,00,7a00,00,03,00
558,622e,ff,fd,01,00,37,208,02,0000,fe80,01a3,7200,01,dc,00,00,00,000000,01,9380,156,01,e4,05,42,03,00,00,00,05,00,7c00,00,03,00
559,6208,ff,fd,01,00,37,208,02,0000,fe80,01a1,7000,01,dc,00,00,00,000000,01,9180,156,03,e4,05,43,03,00,00,00,05,00,7e00,00,03,00
560,60f5,ff,fd,01,00,37,208,02,0000,fe80,01a0,6e00,01,dc,00,00,00,000000,01,8f80,156,02,e4,05,44,03,00,00,00,05,00,8000,00,03,00
561,60f1,ff,fd,01,00,37,208,02,0000,fe80,019e,6c00,01,dc,00,00,00,000000,01,8d80,156,01,e4,05,45,03,00,00,00,05,00,8200,00,03,00
562,60ee,ff,fd,01,00,37,208,02,0000,fe80,019d,6a00,01,dc,00,00,00,000000,01,8b80,156,03,e4,04,46,03,00,00,00,05,00,8400,00,03,00
563,60f1,ff,fd,01,00,37,208,00,0000,fe80,019b,6800,01,dc,00,00,00,000000,01,8980,156,02,e4,04,47,03,00,00,00,05,00,8600,00,03,00
564,622f,ff,fd,01,00,37,208,00,0000,fe80,019a,6600,01,dc,00,00,00,000000,01,8780,156,01,e4,04,48,03,00,00,00,05,00,8800,00,03,00
565,6205,ff,fd,01,00,37,208,00,0000,fe80,0198,6400,01,dc,00,00,00,000000,01,8580,156,03,e4,03,49,03,00,00,00,05,00,8a00,00,03,00
566,6205,ff,fd,01,00,37,208,00,0000,fe80,0197,6200,01,dc,00,00,00,000000,01,8380,156,02,e4,03,4a,03,00,00,00,05,00,8c00,00,03,00
567,622e,ff,fd,01,00,37,208,00,0000,fe80,0195,6000,01,dc,00,00,00,000000,01,8180,156,01,e4,03,4b,03,00,00,00,05,00,8e00,00,03,00
568,6206,ff,fd,01,00,37,208,00,0000,fe80,0194,5e00,01,dc,00,00,00,000000,01,7f80,156,03,e4,05,4c,03,00,00,00,05,00,9000,00,03,00
569,60f5,ff,fd,01,00,37,208,00,0000,fe80,0192,5c00,01,dc,00,00,00,000000,01,7d80,156,02,e4,05,4d,03,00,00,00,05,00,9200,00,03,00
570,6207,ff,ed,01,01,37,208,00,fc80,fe80,0191,5a00,01,dc,00,00,00,000000,01,7b80,156,01,e4,05,4e,03,00,00,00,05,00,9400,00,03,00
571,6206,ff,ed,01,01,37,204,00,fc9c,fe80,018f,5800,01,dc,00,00,00,000000,01,7980,156,03,e4,05,4f,03,00,00,00,05,00,9600,00,03,00
572,60f6,ff,ed,01,01,37,201,00,fcb8,fe80,018e,5600,01,dc,00,00,00,000000,01,7780,156,02,e4,05,50,03,00,00,00,05,00,9800,00,03,00
573,60f2,ff,ed,01,01,37,198,00,fcd4,fe80,018c,5400,01,dc,00,00,00,000000,01,7580,156,01,e4,05,51,03,00,00,00,05,00,9a00,00,03,00
574,60f1,ff,ed,01,01,37,195,00,fcf0,fe80,018b,5200,01,dc,00,00,00,000000,01,7380,156,03,e4,04,52,03,00,00,00,05,00,9c00,00,03,00
575,60ef,ff,ed,01,01,37,192,00,fd0c,fe80,0189,5000,01,dc,00,00,00,000000,01,7180,156,02,e4,04,53,03,00,00,00,05,00,9e00,00,03,00
576,60f1,ff,ed,01,01,37,189,00,fd28,fe80,0188,4e00,01,dc,00,00,00,000000,01,6f80,156,01,e4,04,54,03,00,00,00,05,00,a000,00,03,00
577,622e,ff,ed,01,01,37,186,00,fd44,fe80,0186,4c00,01,dc,00,00,00,000000,01,6d80,156,03,e4,03,55,03,00,00,00,05,00,a200,00,03,00
578,6205,ff,ed,01,01,37,183,00,fd60,fe80,0185,4a00,01,dc,00,00,00,000000,01,6b80,156,02,e4,03,56,03,00,00,00,05,00,a400,00,03,00
579,6203,ff,fd,01,01,37,181,00,fd7c,fe80,0183,4800,01,dc,00,00,00,000000,01,6980,156,01,e4,03,57,03,00,00,00,05,00,a600,00,03,00
580,60f4,ff,fd,01,01,37,179,00,fd98,fe80,0182,4600,01,dc,00,00,00,000000,01,6780,156,03,e4,05,58,03,00,00,00,05,00,a800,00,03,00
581,60f1,ff,fd,01,01,37,176,00,fdb4,fe80,0180,4400,01,dc,00,00,00,000000,01,6580,156,02,e4,05,59,03,00,00,00,05,00,aa00,00,03,00
582,622d,ff,fd,01,01,37,174,00,fdd0,fe80,017f,4200,01,dc,00,00,00,000000,01,6380,156,01,e4,05,5a,03,00,00,00,05,00,ac00,00,03,00
583,622e,ff,fd,01,01,37,172,00,fdec,fe80,017d,4000,01,dc,00,00,00,000000,01,6180,156,03,e4,05,5b,03,00,00,00,05,00,ae00,00,03,00
584,6205,ff,fd,01,01,37,170,00,fe08,fe80,017c,3e00,01,dc,00,00,00,000000,01,5f80,156,02,e4,05,5c,03,00,00,00,05,00,b000,00,03,00
585,6203,ff,fd,01,01,37,168,00,fe24,fe80,017a,3c00,01,dc,00,00,00,000000,01,5d80,156,01,e4,05,5d,03,00,00,00,05,00,b200,00,03,00
586,6208,ff,fd,01,01,37,166,00,fe40,fe80,0179,3a00,01,dc,00,00,00,000000,01,5b80,156,03,e4,04,5e,03,00,00,00,05,00,b400,00,03,00
587,60ef,ff,fd,01,01,37,165,00,fe5c,fe80,0177,3800,01,dc,00,00,00,000000,01,5980,156,02,e4,04,5f,03,00,00,00,05,00,b600,00,03,00
588,622f,ff,fd,01,01,37,163,00,fe78,fe80,0176,3600,01,dc,00,00,00,000000,01,5780,156,01,e4,04,60,03,00,00,00,05,00,b800,00,03,00
589,6230,ff,fd,01,01,37,162,00,fe94,fe80,0174,3400,01,dc,00,00,00,000000,01,5580,156,03,e4,03,61,03,00,00,00,05,00,ba00,00,03,00
590,6208,ff,fd,01,01,37,160,00,feb0,fe80,0173,3200,01,dc,00,00,00,000000,01,5380,156,02,e4,03,62,03,00,00,00,05,00,bc00,00,03,00
591,6206,ff,fd,01,01,37,159,00,fecc,fe80,0171,3000,01,dc,00,00,00,000000,01,5180,156,01,e4,03,63,03,00,00,00,05,00,be00,00,03,00
592,6205,ff,fd,01,01,37,158,00,fee8,fe80,0170,2e00,01,dc,00,00,00,000000,01,4f80,156,03,e4,05,64,03,00,00,00,05,00,c000,00,03,00
593,60f5,ff,fd,01,01,37,157,00,ff04,fe80,016e,2c00,01,dc,00,00,00,000000,01,4d80,156,02,e4,05,65,03,00,00,00,05,00,c200,00,03,00
594,622f,ff,fd,01,01,37,156,00,ff20,fe80,016d,2a00,01,dc,00,00,00,000000,01,4b80,156,01,e4,05,66,03,00,00,00,05,00,c400,00,03,00
595,60f4,ff,fd,01,01,37,156,00,ff3c,fe80,016b,2800,01,dc,00,00,00,000000,01,4980,156,03,e4,05,67,03,00,00,00,05,00,c600,00,03,00
596,622e,ff,fd,01,01,37,155,00,ff58,fe80,016a,2600,01,dc,00,00,00,000000,01,4780,156,02,e4,05,68,03,00,00,00,05,00,c800,00,03,00
597,60f5,ff,fd,01,01,37,154,00,ff74,fe80,0168,2400,01,dc,00,00,00,000000,01,4580,156,01,e4,05,69,03,00,00,00,05,00,ca00,00,03,00
598,60ef,ff,fd,01,01,37,154,00,ff90,fe80,0167,2200,01,dc,00,00,00,000000,01,4380,156,03,e4,04,6a,03,00,00,00,05,00,cc00,00,03,00
599,60f3,ff,fd,01,01,37,154,00,ffac,fe80,0165,2000,01,dc,00,00,00,000000,01,4180,156,02,e4,04,6b,03,00,00,00,05,00,ce00,00,03,00
600,622e,ff,fd,01,01,37,153,00,ffc8,fe80,0164,1e00,01,dc,00,00,00,000000,01,3f80,156,01,e4,04,6c,03,00,00,00,05,00,d000,00,03,00
601,6205,ff,fd,01,01,37,153,00,ffe4,fe80,0162,1c00,01,dc,00,00,00,000000,01,3d80,156,03,e4,03,6d,03,00,00,00,05,00,d200,00,03,00
602,6231,ff,fd,01,01,37,153,00,0000,fe80,0161,1a00,01,dc,00,00,00,000000,01,3b80,156,02,e4,03,6e,03,00,00,00,05,00,d400,00,03,00
603,6205,ff,fd,01,01,37,153,00,001c,fe80,015f,1800,01,dc,00,00,00,000000,01,3980,156,01,e4,03,6f,03,00,00,00,05,00,d600,00,03,00
604,60ef,ff,fd,01,01,37,154,00,0038,fe80,015e,1600,01,dc,00,00,00,000000,01,3780,156,03,e4,05,70,03,00,00,00,05,00,d800,00,03,00
605,6206,ff,fd,01,01,37,154,00,0054,fe80,015c,1400,01,dc,00,00,00,000000,01,3580,156,02,e4,05,71,03,00,00,00,05,00,da00,00,03,00
606,60f6,ff,fd,01,01,37,154,00,0070,fe80,015b,1200,01,dc,00,00,00,000000,01,3380,156,01,e4,05,72,03,00,00,00,05,00,dc00,00,03,00
607,6205,ff,fd,01,01,37,155,00,008c,fe80,0159,1000,01,dc,00,00,00,000000,01,3180,156,03,e4,05,73,03,00,00,00,05,00,de00,00,03,00
608,60f3,ff,fd,01,01,37,156,00,00a8,fe80,0158,0e00,01,dc,00,00,00,000000,01,2f80,156,02,e4,05,74,03,00,00,00,05,00,e000,00,03,00
609,60f1,ff,fd,01,01,37,156,00,00c4,fe80,0156,0c00,01,dc,00,00,00,000000,01,2d80,156,01,e4,05,75,03,00,00,00,05,00,e200,00,03,00
610,60ef,ff,fd,01,01,37,157,00,00e0,fe80,0155,0a00,01,dc,00,00,00,000000,01,2b80,156,03,e4,04,76,03,00,00,00,05,00,e400,00,03,00
611,622e,ff,fd,01,01,37,158,00,00fc,fe80,0153,0800,01,dc,00,00,00,000000,01,2980,156,02,e4,04,77,03,00,00,00,05,00,e600,00,03,00
612,6206,ff,fd,01,01,37,159,00,0118,fe80,0152,0600,01,dc,00,00,00,000000,01,2780,156,01,e4,04,78,03,00,00,00,05,00,e800,00,03,00
613,6206,ff,fd,01,01,37,160,00,0134,fe80,0150,0400,01,dc,00,00,00,000000,01,2580,156,03,e4,03,79,03,00,00,00,05,00,ea00,00,03,00
614,60f4,ff,fd,01,01,37,162,00,0150,fe80,014f,0200,01,dc,00,00,00,000000,01,2380,156,02,e4,03,7a,03,00,00,00,05,00,ec00,00,03,00
615,60f1,ff,fd,01,01,37,163,00,016c,fe80,014d,0000,01,dc,00,00,00,000000,01,2180,156,01,e4,03,7b,03,00,00,00,05,00,ee00,00,03,00
616,6207,ff,fd,01,01,37,165,00,0188,fe80,014c,f400,02,f4,00,00,00,000000,01,1f80,156,03,e4,05,7c,03,00,00,00,05,00,f000,00,03,00
617,60f1,ff,fd,01,01,37,166,00,01a4,fe80,014a,f200,02,f4,00,00,00,000000,01,1d80,156,02,e4,05,7d,03,00,00,00,05,00,f200,00,03,00
618,60f1,ff,fd,01,01,37,168,00,01c0,fe80,0149,f000,02,f4,00,00,00,000000,01,1b80,156,01,e4,05,7e,03,00,00,00,05,00,f400,00,03,00
619,6205,ff,fd,01,01,37,170,00,01dc,fe80,0147,ee00,02,f4,00,00,00,000000,01,1980,156,03,e4,05,7f,03,00,00,00,05,00,f600,00,03,00
620,6205,ff,fd,01,01,37,172,00,01f8,fe80,0146,ec00,02,f4,00,00,00,000000,01,1780,156,02,e4,05,80,03,00,00,00,05,00,f800,00,03,00
621,6206,ff,fd,01,01,37,174,00,0214,fe80,0144,ea00,02,f4,00,00,00,000000,01,1580,156,01,e4,05,81,03,00,00,00,05,00,fa00,00,03,00
622,6230,ff,fd,01,01,37,176,00,0230,fe80,0143,e800,02,f4,00,00,00,000000,01,1380,156,03,e4,04,82,03,00,00,00,05,00,fc00,00,03,00
623,6231,ff,fd,01,01,37,179,00,024c,fe80,0141,e600,02,f4,00,00,00,000000,01,1180,156,02,e4,04,83,03,00,00,00,05,00,fe00,00,03,00
624,6231,ff,fd,01,01,37,181,00,0268,fe80,0140,e400,02,f4,00,00,00,000000,01,0f80,156,01,e4,04,84,03,00,00,00,05,00,0000,00,03,00
625,60f4,ff,fd,01,01,37,183,00,0284,fe80,013e,e200,02,f4,00,00,00,000000,01,0d80,156,03,e4,03,85,03,00,00,00,05,00,0200,00,03,00
626,6206,ff,fd,01,01,37,186,00,02a0,fe80,013d,e000,02,f4,00,00,00,000000,01,0b80,156,02,e4,03,86,03,00,00,00,05,00,0400,00,03,00
627,60f1,ff,fd,01,01,37,189,00,02bc,fe80,013b,de00,02,f4,00,00,00,000000,01,0980,156,01,e4,03,87,03,00,00,00,05,00,0600,00,03,00
628,60f6,ff,fd,01,01,37,192,00,02d8,fe80,013a,dc00,02,f4,00,00,00,000000,01,0780,156,03,e4,05,88,03,00,00,00,05,00,0800,00,03,00
629,60f3,ff,fd,01,01,37,195,00,02f4,fe80,0138,da00,02,f4,00,00,00,000000,01,0580,156,02,e4,05,89,03,00,00,00,05,00,0a00,00,03,00
630,60f3,ff,fd,01,01,37,198,00,0310,fe80,0137,d800,02,f4,00,00,00,000000,01,0380,156,01,e4,05,8a,03,00,00,00,05,00,0c00,00,03,00
631,6208,ff,fd,01,01,37,201,00,032c,fe80,0135,d600,02,f4,00,00,00,000000,01,0180,156,03,e4,05,8b,03,00,00,00,05,00,0e00,00,03,00
632,60f1,ff,fd,01,01,37,204,00,0348,fe80,0134,d400,02,f4,00,00,00,000000,00,0000,156,03,e4,05,8c,03,00,00,00,05,00,0000,00,03,00
633,6208,ff,fd,01,00,37,208,00,0364,fe80,0132,d200,02,f4,00,00,00,000100,00,0000,156,03,e4,05,8d,03,00,00,00,05,00,0200,00,03,00
634,6208,ff,fd,01,00,37,208,00,0364,fe80,0131,d000,02,f4,00,00,00,000100,00,0000,156,03,e4,05,8e,03,00,00,00,05,00,0400,00,03,00
635,6206,ff,fd,01,00,37,208,00,0364,fe80,012f,ce00,02,f4,00,00,00,000100,00,0000,156,03,e4,05,8f,03,00,00,00,05,00,0600,00,03,00
636,622e,ff,fd,01,00,37,208,00,0364,fe80,012e,cc00,02,f4,00,00,00,000100,00,0000,156,03,e4,05,90,03,00,00,00,05,00,0800,00,03,00
637,6231,ff,fd,01,00,37,208,00,0364,fe80,012c,ca00,02,f4,00,00,00,000100,00,0000,156,03,e4,05,91,03,00,00,00,05,00,0a00,00,03,00
638,622e,ff,fd,01,00,37,208,00,0364,fe80,012b,c800,02,f4,00,00,00,000100,00,0000,156,03,e4,05,92,03,00,00,00,05,00,0c00,00,03,00
639,60f2,ff,fd,01,00,37,208,00,0364,fe80,0129,c600,02,f4,00,00,00,000100,00,0000,156,03,e4,05,93,03,00,00,00,05,00,0e00,00,03,00
640,622e,ff,fd,01,00,37,208,01,0364,fe80,0128,c400,02,f4,00,00,00,000100,00,0000,156,03,e4,05,94,03,00,00,00,05,00,1000,00,03,00
641,60f2,ff,fd,01,00,37,208,01,0364,fe80,0126,c200,02,f4,00,00,00,000100,00,0000,156,03,e4,05,95,03,00,00,00,05,00,1200,00,03,00
642,60f0,ff,fd,01,00,37,208,01,0364,fe80,0125,c000,02,f4,00,00,00,000100,00,0000,156,03,e4,05,96,03,00,00,00,05,00,1400,00,03,00
643,622d,ff,fd,01,00,37,208,01,0364,fe80,0123,be00,02,f4,00,00,00,000100,00,0000,156,03,e4,05,97,03,00,00,00,05,00,1600,00,03,00
644,6230,ff,fd,01,00,37,208,01,0364,fe80,0122,bc00,02,f4,00,00,00,000100,00,0000,156,03,e4,05,98,03,00,00,00,05,00,1800,00,03,00
645,60f6,ff,fd,01,00,37,208,01,0364,fe80,0120,ba00,02,f4,00,00,00,000100,00,0000,156,03,e4,05,99,03,00,00,00,05,00,1a00,00,03,00
646,6208,ff,fd,01,00,37,208,01,0364,fe80,011f,b800,02,f4,00,00,00,000100,00,0000,156,03,e4,05,9a,03,00,00,00,05,00,1c00,00,03,00
647,6207,ff,fd,01,00,37,208,01,0364,fe80,011d,b600,02,f4,00,00,00,000100,00,0000,156,03,e4,05,9b,03,00,00,00,05,00,1e00,00,03,00
648,6208,ff,fd,01,00,37,208,02,0364,fe80,011c,b400,02,f4,00,00,00,000100,00,0000,156,03,e4,05,9c,03,00,00,00,05,00,2000,00,03,00
