frame,24b0_st,24b0_x,24b0_b1b2,24b0_b8,24f0_st,24f0_x,24f0_b1b2,24f0_b8,2530_st,2530_x,2530_b1b2,2530_b8,2570_st,2570_x,2570_b1b2,2570_b8,2580_st,2580_x,2580_b1b2,2580_b8,25e0_st,25e0_x,25e0_b1b2,25e0_b8,26d0_st,26d0_x,26d0_b1b2,26d0_b8,2700_st,2700_x,2700_b1b2,2700_b8,2730_st,2730_x,2730_b1b2,2730_b8,2760_st,2760_x,2760_b1b2,2760_b8
1353,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,1f00,0000,00,00,0000,0000,01,00,0000,0000,02,00,0000,0000,00,01,2780,0000,01
1354,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,1d00,0000,00,00,0000,0000,01,00,0000,0000,02,00,0000,0000,00,01,2580,0000,03
1355,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,1b00,0000,00,00,0000,0000,01,00,0000,0000,02,00,0000,0000,00,01,2380,0000,02
1356,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,1900,0000,00,00,0000,0000,01,00,0000,0000,02,00,0000,0000,00,01,2180,0000,01
1357,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,1700,0000,00,00,0000,0000,01,00,0000,0000,02,00,0000,0000,00,01,1f80,0000,03
1358,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,1500,0000,00,00,0000,0000,01,00,0000,0000,02,00,0000,0000,00,01,1d80,0000,02
1359,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,1300,0000,00,00,0000,0000,01,00,0000,0000,02,00,0000,0000,00,01,1b80,0000,01
1360,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,1100,0000,00,00,0000,0000,01,00,0000,0000,02,00,0000,0000,00,01,1980,0000,03
1361,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,0f00,0000,00,00,0000,0000,01,00,0000,0000,02,00,0000,0000,00,01,1780,0000,02
1362,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,0d00,0000,00,00,0000,0000,01,00,0000,0000,02,00,0000,0000,00,01,1580,0000,01
1363,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,0b00,0000,00,00,0000,0000,01,00,0000,0000,02,00,0000,0000,00,01,1380,0000,03
1364,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,0900,0000,00,00,0000,0000,01,00,0000,0000,02,00,0000,0000,00,01,1180,0000,02
1365,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,0700,0000,00,00,0000,0000,01,00,0000,0000,02,00,0000,0000,00,01,0f80,0000,01
1366,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,0500,0000,00,00,0000,0000,01,00,0000,0000,02,00,0000,0000,00,01,0d80,0000,03
1367,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,0300,0000,00,00,0000,0000,01,00,0000,0000,02,00,0000,0000,00,01,0b80,0000,02
1368,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,0100,0000,00,01,fd80,0000,03,00,0000,0000,02,00,0000,0000,00,01,0980,0000,01
1369,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,ff00,0000,00,01,fb80,0000,02,00,0000,0000,02,00,0000,0000,00,01,0780,0000,03
1370,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,fd00,0000,00,01,f980,0000,01,00,0000,0000,02,00,0000,0000,00,01,0580,0000,02
1371,01,0000,4000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,fb00,0000,00,01,f780,0000,03,00,0000,0000,02,00,0000,0000,00,01,0380,0000,01
1372,01,0000,3e80,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f900,0000,00,01,f580,0000,02,00,0000,0000,02,00,0000,0000,00,01,0180,0000,03
1373,01,0000,3d00,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,f380,0000,01,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1374,01,0000,3b80,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,f180,0000,03,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1375,01,0000,3a00,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,ef80,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1376,01,0000,3880,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,ed80,0000,01,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1377,01,0000,3700,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,eb80,0000,03,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1378,01,0000,3580,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,e980,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1379,01,0000,3400,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,e780,0000,01,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1380,01,0000,3280,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,e580,0000,03,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1381,01,0000,3100,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,e380,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1382,01,0000,2f80,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,e180,0000,01,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1383,01,0000,2e00,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,df80,0000,03,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1384,01,0000,2c80,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,dd80,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1385,01,0000,2b00,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,db80,0000,01,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1386,01,0000,2980,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,d980,0000,03,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1387,01,0000,2800,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,d780,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1388,01,0000,2680,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,d580,0000,01,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1389,01,0000,2500,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,d380,0000,03,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1390,01,0000,2380,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,d180,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1391,01,0000,2200,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,cf80,0000,01,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1392,01,0000,2080,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,cd80,0000,03,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1393,01,0000,1f00,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,cb80,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1394,01,0000,1d80,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,c980,0000,01,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1395,01,0000,1c00,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,c780,0000,03,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1396,01,0000,1a80,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,c580,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1397,01,0000,1900,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,c380,0000,01,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1398,01,0000,1780,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,c180,0000,03,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1399,01,0000,1600,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,bf80,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1400,01,0000,1480,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,bd80,0000,01,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1401,01,0000,1300,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,bb80,0000,03,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1402,01,0000,1180,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,b980,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1403,01,0000,1000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,b780,0000,01,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1404,01,0000,0e80,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,b580,0000,03,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1405,01,0000,0d00,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,b380,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1406,01,0000,0b80,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,b180,0000,01,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1407,01,0000,0a00,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,af80,0000,03,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1408,01,0000,0880,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,ad80,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1409,01,0000,0700,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,ab80,0000,01,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1410,01,0000,0580,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,a980,0000,03,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1411,01,0000,0400,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,a780,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1412,01,0000,0280,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,a580,0000,01,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1413,01,0000,0100,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,00,0000,0000,00,ff,f800,0000,00,01,a380,0000,03,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1414,02,0000,0100,01,01,0000,e480,00,00,0000,0000,00,00,f800,0000,00,24,f800,b600,00,ff,f800,0000,00,01,a180,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1415,02,fe80,0100,05,01,0000,e300,00,00,0000,0000,00,00,f600,0000,00,24,f600,b600,00,ff,f800,0000,00,01,9f80,0000,01,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1416,02,fd00,0100,04,01,0000,e180,00,00,0000,0000,00,00,f500,0000,00,24,f500,b600,00,ff,f800,0000,00,01,9d80,0000,03,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1417,02,fb80,0100,03,01,0000,e000,00,00,0000,0000,00,00,f300,0000,00,24,f300,b600,00,ff,f800,0000,00,01,9b80,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1418,02,fa00,0100,02,01,0000,de80,00,00,0000,0000,00,00,f200,0000,00,24,f200,b600,00,ff,f800,0000,00,01,9980,0000,01,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1419,02,f880,0100,01,01,0000,dd00,00,00,0000,0000,00,00,f000,0000,00,24,f000,b600,00,ff,f800,0000,00,01,9780,0000,03,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1420,02,f700,0100,05,01,0000,db80,00,00,0000,0000,00,00,ef00,0000,00,24,ef00,b600,00,ff,f800,0000,00,01,9580,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1421,02,f580,0100,04,01,0000,da00,00,00,0000,0000,00,00,ed00,0000,00,24,ed00,b600,00,ff,f800,0000,00,01,9380,0000,01,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1422,02,f400,0100,03,01,0000,d880,00,00,0000,0000,00,00,ec00,0000,00,24,ec00,b600,00,ff,f800,0000,00,01,9180,0000,03,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1423,02,f280,0100,02,01,0000,d700,00,00,0000,0000,00,00,ea00,0000,00,24,ea00,b600,00,ff,f800,0000,00,01,8f80,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1424,02,f100,0100,01,01,0000,d580,00,00,0000,0000,00,00,e900,0000,00,24,e900,b600,00,ff,f800,0000,00,01,8d80,0000,01,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1425,02,ef80,0100,05,01,0000,d400,00,00,0000,0000,00,00,e700,0000,00,24,e700,b600,00,ff,f800,0000,00,01,8b80,0000,03,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1426,02,ee00,0100,04,01,0000,d280,00,00,0000,0000,00,00,e600,0000,00,24,e600,b600,00,ff,f800,0000,00,01,8980,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1427,02,ec80,0100,03,01,0000,d100,00,00,0000,0000,00,00,e400,0000,00,24,e400,b600,00,ff,f800,0000,00,01,8780,0000,01,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1428,02,eb00,0100,02,01,0000,cf80,00,00,0000,0000,00,00,e300,0000,00,24,e300,b600,00,ff,f800,0000,00,01,8580,0000,03,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1429,02,e980,0100,01,01,0000,ce00,00,00,0000,0000,00,00,e100,0000,00,24,e100,b600,00,ff,f800,0000,00,01,8380,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1430,02,e800,0100,05,01,0000,cc80,00,00,0000,0000,00,00,e000,0000,00,24,e000,b600,00,ff,f800,0000,00,01,8180,0000,01,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1431,02,e680,0100,04,01,0000,cb00,00,00,0000,0000,00,00,de00,0000,00,24,de00,b600,00,ff,f800,0000,00,01,7f80,0000,03,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1432,02,e500,0100,03,01,0000,c980,00,00,0000,0000,00,00,dd00,0000,00,24,dd00,b600,00,ff,f800,0000,00,01,7d80,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1433,02,e380,0100,02,01,0000,c800,00,00,0000,0000,00,00,db00,0000,00,24,db00,b600,00,ff,f800,0000,00,01,7b80,0000,01,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1434,02,e200,0100,01,01,0000,c680,00,00,0000,0000,00,00,da00,0000,00,24,da00,b600,00,ff,f800,0000,00,01,7980,0000,03,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1435,02,e080,0100,05,01,0000,c500,00,00,0000,0000,00,00,d800,0000,00,24,d800,b600,00,ff,f800,0000,00,01,7780,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1436,02,df00,0100,04,01,0000,c380,00,00,0000,0000,00,00,d700,0000,00,24,d700,b600,00,ff,f800,0000,00,01,7580,0000,01,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1437,02,dd80,0100,03,01,0000,c200,00,00,0000,0000,00,00,d500,0000,00,24,d500,b600,00,ff,f800,0000,00,01,7380,0000,03,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1438,02,dc00,0100,02,01,0000,c080,00,00,0000,0000,00,00,d400,0000,00,24,d400,b600,00,ff,f800,0000,00,01,7180,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1439,02,da80,0100,01,01,0000,bf00,00,00,0000,0000,00,00,d200,0000,00,24,d200,b600,00,ff,f800,0000,00,01,6f80,0000,01,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1440,02,d900,0100,05,01,0000,bd80,00,00,0000,0000,00,00,d100,0000,00,24,d100,b600,00,ff,f800,0000,00,01,6d80,0000,03,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1441,02,d780,0100,04,01,0000,bc00,00,00,0000,0000,00,00,cf00,0000,00,24,cf00,b600,00,ff,f800,0000,00,01,6b80,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1442,02,d600,0100,03,01,0000,ba80,00,00,0000,0000,00,00,ce00,0000,00,24,ce00,b600,00,ff,f800,0000,00,01,6980,0000,01,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1443,02,d480,0100,02,01,0000,b900,00,00,0000,0000,00,00,cc00,0000,00,24,cc00,b600,00,ff,f800,0000,00,01,6780,0000,03,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1444,02,d300,0100,01,01,0000,b780,00,00,0000,0000,00,00,cb00,0000,00,24,cb00,b600,00,ff,f800,0000,00,01,6580,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1445,02,d180,0100,05,01,0000,b600,00,00,0000,0000,00,00,c900,0000,00,24,c900,b600,00,ff,f800,0000,00,01,6380,0000,01,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1446,02,d000,0100,04,01,0000,b480,00,00,0000,0000,00,00,c800,0000,00,24,c800,b600,00,ff,f800,0000,00,01,6180,0000,03,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1447,02,ce80,0100,03,01,0000,b300,00,00,0000,0000,00,00,c600,0000,00,24,c600,b600,00,ff,f800,0000,00,01,5f80,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1448,02,cd00,0100,02,01,0000,b180,00,00,0000,0000,00,00,c500,0000,00,24,c500,b600,00,ff,f800,0000,00,01,5d80,0000,01,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1449,02,cb80,0100,01,01,0000,b000,00,00,0000,0000,00,00,c300,0000,00,24,c300,b600,00,ff,f800,0000,00,01,5b80,0000,03,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1450,02,ca00,0100,05,01,0000,ae80,00,00,0000,0000,00,00,c200,0000,00,24,c200,b600,00,ff,f800,0000,00,01,5980,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1451,02,c880,0100,04,01,0000,ad00,00,00,0000,0000,00,00,c000,0000,00,24,c000,b600,00,ff,f800,0000,00,01,5780,0000,01,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1452,02,c700,0100,03,01,0000,ab80,00,00,0000,0000,00,00,bf00,0000,00,24,bf00,b600,00,ff,f800,0000,00,01,5580,0000,03,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1453,02,c580,0100,02,01,0000,aa00,00,00,0000,0000,00,00,bd00,0000,00,24,bd00,b600,00,ff,f800,0000,00,01,5380,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1454,02,c400,0100,01,01,0000,a880,00,00,0000,0000,00,00,bc00,0000,00,24,bc00,b600,00,ff,f800,0000,00,01,5180,0000,01,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1455,02,c280,0100,05,01,0000,a700,00,00,0000,0000,00,00,ba00,0000,00,24,ba00,b600,00,ff,f800,0000,00,01,4f80,0000,03,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1456,02,c100,0100,04,01,0000,a580,00,00,0000,0000,00,00,b900,0000,00,24,b900,b600,00,ff,f800,0000,00,01,4d80,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1457,02,bf80,0100,03,01,0000,a400,00,00,0000,0000,00,00,b700,0000,00,24,b700,b600,00,ff,f800,0000,00,01,4b80,0000,01,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1458,02,be00,0100,02,01,0000,a280,00,00,0000,0000,00,00,b600,0000,00,24,b600,b600,00,ff,f800,0000,00,01,4980,0000,03,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1459,02,bc80,0100,01,01,0000,a100,00,00,0000,0000,00,00,b400,0000,00,24,b400,b600,00,ff,f800,0000,00,01,4780,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1460,02,bb00,0100,05,01,0000,9f80,00,00,0000,0000,00,00,b300,0000,00,24,b300,b600,00,ff,f800,0000,00,01,4580,0000,01,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1461,02,b980,0100,04,01,0000,9e00,00,00,0000,0000,00,00,b100,0000,00,24,b100,b600,00,ff,f800,0000,00,01,4380,0000,03,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1462,02,b800,0100,03,01,0000,9c80,00,00,0000,0000,00,00,b000,0000,00,24,b000,b600,00,ff,f800,0000,00,01,4180,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1463,02,b800,0100,03,01,0000,9c80,00,00,0000,0000,00,00,b000,0000,00,24,a000,b600,00,ff,f800,0000,00,01,4180,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1464,02,b800,0100,03,01,0000,9c80,00,00,0000,0000,00,00,b000,0000,00,24,a000,b600,00,ff,f800,0000,00,01,4180,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1465,02,b800,0100,03,01,0000,9c80,00,00,0000,0000,00,00,b000,0000,00,24,a000,b600,00,ff,f800,0000,00,01,4180,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1466,02,b800,0100,03,01,0000,9c80,00,00,0000,0000,00,00,b000,0000,00,24,a000,b600,00,ff,f800,0000,00,01,4180,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1467,02,b800,0100,03,01,0000,9c80,00,00,0000,0000,00,00,b000,0000,00,24,a000,b600,00,ff,f800,0000,00,01,4180,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1468,02,b800,0100,03,01,0000,9c80,00,00,0000,0000,00,00,b000,0000,00,24,a000,b600,00,ff,f800,0000,00,01,4180,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1469,02,b800,0100,03,01,0000,9c80,00,00,0000,0000,00,00,b000,0000,00,24,a000,b600,00,ff,f800,0000,00,01,4180,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1470,02,b800,0100,03,01,0000,9c80,00,00,0000,0000,00,00,b000,0000,00,24,a000,b600,00,ff,f800,0000,00,01,4180,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1471,02,b800,0100,03,01,0000,9c80,00,00,0000,0000,00,00,b000,0000,00,24,a000,b600,00,ff,f800,0000,00,01,4180,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1472,02,b800,0100,03,01,0000,9c80,00,00,0000,0000,00,00,b000,0000,00,24,a000,b600,00,ff,f800,0000,00,01,4180,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1473,02,b800,0100,03,01,0000,9c80,00,00,0000,0000,00,00,b000,0000,00,24,a000,b600,00,ff,f800,0000,00,01,4180,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1474,02,b800,0100,03,01,0000,9c80,00,00,0000,0000,00,00,b000,0000,00,24,a000,b600,00,ff,f800,0000,00,01,4180,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1475,02,b800,0100,03,01,0000,9c80,00,00,0000,0000,00,00,b000,0000,00,24,a000,b600,00,ff,f800,0000,00,01,4180,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1476,02,b800,0100,03,01,0000,9c80,00,00,0000,0000,00,00,b000,0000,00,24,a000,b600,00,ff,f800,0000,00,01,4180,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1477,02,b800,0100,03,01,0000,9c80,00,00,0000,0000,00,00,b000,0000,00,24,a000,b600,00,ff,f800,0000,00,01,4180,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1478,02,b800,0100,03,01,0000,9c80,00,00,0000,0000,00,00,b000,0000,00,24,a000,b600,00,ff,f800,0000,00,01,4180,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1479,02,b800,0100,03,01,0000,9c80,00,00,0000,0000,00,00,b000,0000,00,24,a000,b600,00,ff,f800,0000,00,01,4180,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1480,02,b800,0100,03,01,0000,9c80,00,00,0000,0000,00,00,b000,0000,00,24,a000,b600,00,ff,f800,0000,00,01,4180,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1481,02,b800,0100,03,01,0000,9c80,00,00,0000,0000,00,00,b000,0000,00,24,a000,b600,00,ff,f800,0000,00,01,4180,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
1482,02,b800,0100,03,01,0000,9c80,00,00,0000,0000,00,00,b000,0000,00,24,a000,b600,00,ff,f800,0000,00,01,4180,0000,02,00,0000,0000,02,00,0000,0000,00,00,0000,0000,03
